"بررسی نهایی ساختار و حذف فایل‌های اضافی","پاکسازی پروژه","Milestone 15: فایل‌های نهایی و مستندات","QA"
"تست قالب روی سرور محلی (XAMPP/Local/Docker)","اجرا و رفع باگ","Milestone 15: فایل‌های نهایی و مستندات","QA"
"تست با افزونه‌های معروف (Yoast, WP Rocket, CF7)","بررسی تداخل","Milestone 15: فایل‌های نهایی و مستندات","QA"
"افزودن add_theme_support('editor-styles') در setup.php","فعال‌سازی استایل ویرایشگر","Milestone 16: ابزارهای مدیریتی وردپرس","PHP, Editor"
"استایل‌دهی ویرایشگر بلوکی از طریق editor.css","طراحی editor.css برای شبیه‌سازی فرانت","Milestone 16: ابزارهای مدیریتی وردپرس","CSS, Editor"
"افزودن add_theme_support('wp-block-styles')","فعال‌سازی استایل‌های پیش‌فرض بلوک‌ها","Milestone 16: ابزارهای مدیریتی وردپرس","PHP, Editor"
"افزودن add_theme_support('align-wide')","پشتیبانی از عرض کامل و عریض","Milestone 16: ابزارهای مدیریتی وردپرس","PHP, Editor"
"افزودن add_theme_support('responsive-embeds')","ویدئوهای ریسپانسیو","Milestone 16: ابزارهای مدیریتی وردپرس","PHP, Editor"
"ایجاد theme.json (تنظیمات پیشرفته گوتنبرگ)","تنظیمات رنگ، فونت و بلوک‌ها","Milestone 16: ابزارهای مدیریتی وردپرس","JSON, Editor"
"پشتیبانی از ویجت‌های بلوکی (block-based widgets)","فعال‌سازی در functions.php","Milestone 16: ابزارهای مدیریتی وردپرس","PHP, Widgets"
"تست کامل ویرایشگر بلوکی با تمام بلوک‌های هسته","بررسی نمایش و تنظیمات","Milestone 16: ابزارهای مدیریتی وردپرس","QA, Editor"
"اطمینان از حفظ تمام گزینه‌های مدیریتی ووکامرس","تست پنل ووکامرس در ویرایشگر","Milestone 16: ابزارهای مدیریتی وردپرس","QA, WooCommerce"
"آموزش نصب افزونه WP All Export در سایت قدیمی","راهنمایی به مشتری","Milestone 17: تحویل به مشتری و انتقال محصولات","Documentation, Support"
"خروجی CSV از ۳۰۰ محصول (شامل تصاویر، دسته‌بندی، قیمت)","صدور فایل CSV از سایت قدیمی","Milestone 17: تحویل به مشتری و انتقال محصولات","Data, WooCommerce"
"تمیزکاری و آماده‌سازی CSV (اکسل/گوگل شیت)","اصلاح فرمت و ستون‌ها","Milestone 17: تحویل به مشتری و انتقال محصولات","Data"
"آپلود CSV در سایت جدید با ابزار وارد کردن ووکامرس","وارد کردن محصولات","Milestone 17: تحویل به مشتری و انتقال محصولات","Data, WooCommerce"
"انتقال دستی تصاویر (در صورت نیاز)","دریافت و آپلود تصاویر","Milestone 17: تحویل به مشتری و انتقال محصولات","Data"
"تست کامل محصولات پس از انتقال","بررسی تصاویر، قیمت، انبار","Milestone 17: تحویل به مشتری و انتقال محصولات","QA, WooCommerce"
"بسته‌بندی نهایی قالب (فشرده‌سازی)","ایجاد ZIP از پوشه قالب","Milestone 17: تحویل به مشتری و انتقال محصولات","Deployment"
"تحویل پروژه + آموزش پنل به مشتری","جلسه تحویل نهایی","Milestone 17: تحویل به مشتری و انتقال محصولات","Deployment, Support"
"دریافت تسویه نهایی","","Milestone 17: تحویل به مشتری و انتقال محصولات","Finance"
خب ببین اپدیت شو برای فردا من سی اس اس و جاوا اسکریپت رو نوشتم بر اساس این کد هایی که بهت دادم قراره بریم جلو 
بخون و یادت باشه که چه تغیراتی و دادم
